label,Population,Sex,Treatment,Individual,Side,Centroid Size,Log Centroid Size
S4_M_C_45_L,S4,M,C,45,L,2.344810946,0.852204779
S4_M_C_45_R,S4,M,C,45,R,2.340710277,0.85045442
S4_M_C_46_L,S4,M,C,46,L,2.386548739,0.86984828
S4_M_C_46_R,S4,M,C,46,R,2.401845478,0.876237391
S4_M_C_47_L,S4,M,C,47,L,2.010935179,0.698599877
S4_M_C_47_R,S4,M,C,47,R,2.00782619,0.69705264
S4_M_C_48_L,S4,M,C,48,L,2.147841506,0.764463387
S4_M_C_48_R,S4,M,C,48,R,2.151734761,0.766274382
S4_M_C_49_L,S4,M,C,49,L,2.231431376,0.802643252
S4_M_C_49_R,S4,M,C,49,R,2.231220579,0.802548781
S4_M_C_50_L,S4,M,C,50,L,2.494025324,0.913898001
S4_M_C_50_R,S4,M,C,50,R,2.494132115,0.913940819
S4_M_D_01_R,S4,M,D,1,R,2.537728057,0.931269215
S4_M_D_02_L,S4,M,D,2,L,2.387742544,0.870348377
S4_M_D_03_R,S4,M,D,3,R,1.87211103,0.627066687
S4_M_D_04_R,S4,M,D,4,R,2.425092204,0.885869546
S4_M_D_05_L,S4,M,D,5,L,2.258574221,0.814733738
S4_M_D_06_L,S4,M,D,6,L,2.140212107,0.760904939
S4_M_D_07_U,S4,M,D,7,U,2.12957452,0.755922204
S4_M_D_08_U,S4,M,D,8,U,2.370522654,0.86311046
S4_M_D_09_U,S4,M,D,9,U,2.450742422,0.896391008
S4_M_D_10_U,S4,M,D,10,U,2.182583525,0.780509279
S4_M_D_11_U,S4,M,D,11,U,2.425105969,0.885875222
S4_M_D_12_U,S4,M,D,12,U,2.313120012,0.838597268
S4_M_S_01_L,S4,M,S,1,L,2.40642483,0.878142173
S4_M_S_01_R,S4,M,S,1,R,2.413355895,0.881018266
S4_M_S_02_L,S4,M,S,2,L,2.312493275,0.838326282
S4_M_S_02_R,S4,M,S,2,R,2.318145549,0.840767534
S4_M_S_03_L,S4,M,S,3,L,2.147886421,0.764484299
S4_M_S_03_R,S4,M,S,3,R,2.161917341,0.770995486
S4_M_S_04_L,S4,M,S,4,L,2.241585861,0.807183589
S4_M_S_04_R,S4,M,S,4,R,2.252813914,0.812180063
S4_M_S_05_L,S4,M,S,5,L,2.289154594,0.828182577
S4_M_S_05_R,S4,M,S,5,R,2.293375786,0.830024875
S4_M_S_06_L,S4,M,S,6,L,2.324800621,0.843634281
S4_M_S_06_R,S4,M,S,6,R,2.364652714,0.860631167
S4_M_S_07_L,S4,M,S,7,L,2.078485157,0.731639339
S4_M_S_07_R,S4,M,S,7,R,2.104963019,0.744297899
S4_M_S_08_L,S4,M,S,8,L,2.057633565,0.721556568
S4_M_S_08_R,S4,M,S,8,R,2.042076858,0.713967358
S4_M_S_09_L,S4,M,S,9,L,2.474646289,0.906097472
S4_M_S_09_R,S4,M,S,9,R,2.511022825,0.92069017
S4_M_S_10_L,S4,M,S,10,L,2.322895734,0.842814569
S4_M_S_10_R,S4,M,S,10,R,2.340997602,0.850577164
S4_M_S_11_L,S4,M,S,11,L,1.945375925,0.665455236
S4_M_S_11_R,S4,M,S,11,R,1.96267893,0.674310341
S4_M_S_12_L,S4,M,S,12,L,2.280024681,0.824186268
S4_M_S_12_R,S4,M,S,12,R,2.278507265,0.82352052
S4_M_S_13_L,S4,M,S,13,L,2.406654469,0.878237596
S4_M_S_13_R,S4,M,S,13,R,2.403367716,0.876870969
S4_M_S_14_L,S4,M,S,14,L,2.220886272,0.797906338
S4_M_S_14_R,S4,M,S,14,R,2.216413103,0.79589017
S4_M_S_15_L,S4,M,S,15,L,2.453812799,0.897643059
S4_M_S_15_R,S4,M,S,15,R,2.432730213,0.889014171
S4_M_S_16_L,S4,M,S,16,L,2.432417726,0.888885712
S4_M_S_16_R,S4,M,S,16,R,2.438259845,0.891284607
S4_M_S_17_L,S4,M,S,17,L,2.17327317,0.776234404
S4_M_S_17_R,S4,M,S,17,R,2.174936868,0.776999638
S4_M_S_18_L,S4,M,S,18,L,2.202480898,0.789584406
S4_M_S_18_R,S4,M,S,18,R,2.194438485,0.785926198
S4_M_S_19_L,S4,M,S,19,L,2.13492483,0.758431438
S4_M_S_19_R,S4,M,S,19,R,2.141504917,0.761508814
S4_M_S_20_L,S4,M,S,20,L,2.364545649,0.860585889
S4_M_S_20_R,S4,M,S,20,R,2.348855005,0.853927977
S4_M_S_21_L,S4,M,S,21,L,2.447579777,0.89509969
S4_M_S_21_R,S4,M,S,21,R,2.449699699,0.895965445
S4_M_S_22_L,S4,M,S,22,L,2.334233278,0.847683477
S4_M_S_22_R,S4,M,S,22,R,2.32829392,0.845135776
S4_M_S_23_L,S4,M,S,23,L,2.367488122,0.861829529
S4_M_S_23_R,S4,M,S,23,R,2.369012243,0.862473093
S4_M_S_24_L,S4,M,S,24,L,2.272411399,0.820841558
S4_M_S_24_R,S4,M,S,24,R,2.273367306,0.821262127
S4_M_S_25_L,S4,M,S,25,L,2.385386901,0.869361334
S4_M_S_25_R,S4,M,S,25,R,2.394883281,0.873334495
S4_M_S_26_L,S4,M,S,26,L,2.267092233,0.818498056
S4_M_S_26_R,S4,M,S,26,R,2.279905636,0.824134054
S4_M_S_27_L,S4,M,S,27,L,2.299991408,0.832905387
G4_F_C_1_U,G4,F,C,_1,U,2.709485413,0.996758732
G4_F_C_2_U,G4,F,C,_2,U,2.742018304,1.008694257
G4_F_C_3_U,G4,F,C,_3,U,2.691556073,0.990119492
G4_F_C_4_U,G4,F,C,_4,U,2.709079592,0.996608943
G4_F_C_5_U,G4,F,C,_5,U,2.729482329,1.004111968
G4_F_C_6_U,G4,F,C,_6,U,2.838588085,1.043306775
G4_F_C_7_U,G4,F,C,_7,U,2.779229725,1.022173812
G4_F_C_8_U,G4,F,C,_8,U,2.801797265,1.030261092
G4_F_C_9_U,G4,F,C,_9,U,2.519302137,0.923981933
G4_F_C_10_U,G4,F,C,10,U,2.660189392,0.97839732
G4_F_C_11_U,G4,F,C,11,U,2.637194256,0.96971557
G4_F_C_12_U,G4,F,C,12,U,2.545851998,0.934465367
G4_F_C_13_U,G4,F,C,13,U,2.79763486,1.028774367
G4_F_C_14_U,G4,F,C,14,U,2.536280254,0.930698541
G4_F_C_15_U,G4,F,C,15,U,2.669304852,0.981818083
G4_F_C_16_U,G4,F,C,16,U,2.670037068,0.982092356
G4_F_C_17_U,G4,F,C,17,U,2.838699628,1.04334607
G4_F_C_18_U,G4,F,C,18,U,2.799690645,1.029508927
G4_F_C_19_U,G4,F,C,19,U,2.840299166,1.043909387
G4_F_C_20_U,G4,F,C,20,U,2.671070985,0.98247951
G4_F_C_21_U,G4,F,C,21,U,2.671558553,0.98266203
G4_F_C_22_U,G4,F,C,22,U,2.538299025,0.931494181
G4_F_C_23_U,G4,F,C,23,U,2.696834937,0.99207884
G4_F_C_24_U,G4,F,C,24,U,2.7076796,0.996092032
G4_F_C_25_U,G4,F,C,25,U,2.497398903,0.915249751
G4_F_C_26_U,G4,F,C,26,U,2.664569574,0.980042534
G4_F_C_27_U,G4,F,C,27,U,2.723497256,1.00191681
G4_F_C_28_U,G4,F,C,28,U,2.742807539,1.008982045
G4_F_C_29_U,G4,F,C,29,U,2.724320754,1.002219133
G4_F_C_30_U,G4,F,C,30,U,2.530295686,0.928336168
G4_F_D_1_U,G4,F,D,_1,U,2.825296242,1.038613223
G4_F_D_10_U,G4,F,D,10,U,2.712101334,0.997723734
G4_F_D_11_U,G4,F,D,11,U,2.60514065,0.957486666
G4_F_D_2_U,G4,F,D,_2,U,2.665874236,0.980532047
G4_F_D_3_U,G4,F,D,_3,U,2.685251009,0.987774209
G4_F_D_5_U,G4,F,D,_5,U,2.857339315,1.049890882
G4_F_D_6_U,G4,F,D,_6,U,2.672099903,0.982864644
G4_F_D_7_U,G4,F,D,_7,U,2.919156538,1.071294718
G4_F_D_1_U,G4,F,D,_1,U,2.789355696,1.025810636
G4_F_D_2_U,G4,F,D,_2,U,2.483093126,0.909505011
G4_F_D_3_U,G4,F,D,_3,U,2.651790155,0.975234942
G4_F_S_1_U,G4,F,S,_1,U,2.857100093,1.049807157
G4_F_S_2_U,G4,F,S,_2,U,2.621631444,0.963796813
G4_F_S_3_U,G4,F,S,_3,U,2.743112925,1.009093379
G4_F_S_4_U,G4,F,S,_4,U,2.55927845,0.939725363
G4_F_S_1_U,G4,F,S,_1,U,2.839645115,1.043679085
G4_F_S_2_U,G4,F,S,_2,U,2.870049928,1.054329426
G4_F_S_3_U,G4,F,S,_3,U,2.676878151,0.984651247
G4_F_S_4_U,G4,F,S,_4,U,2.684732117,0.987580953
G4_F_S_5_U,G4,F,S,_5,U,2.703343152,0.994489211
G4_F_S_6_U,G4,F,S,_6,U,2.552261175,0.936979702
G4_F_S_7_U,G4,F,S,_7,U,2.438467822,0.8913699
G4_M_C_1_U,G4,M,C,_1,U,2.243793086,0.808167776
G4_M_C_10_U,G4,M,C,10,U,2.333542672,0.847387573
G4_M_C_11_U,G4,M,C,11,U,2.301741576,0.833666043
G4_M_C_12_U,G4,M,C,12,U,2.273064906,0.8211291
G4_M_C_13_U,G4,M,C,13,U,2.315012372,0.839415032
G4_M_C_14_U,G4,M,C,14,U,2.192800192,0.785179354
G4_M_C_15_U,G4,M,C,15,U,2.046911733,0.716332186
G4_M_C_16_U,G4,M,C,16,U,2.198224752,0.787650104
G4_M_C_18_U,G4,M,C,18,U,2.265081816,0.81761088
G4_M_C_2_U,G4,M,C,_2,U,2.372806464,0.864073416
G4_M_C_20_U,G4,M,C,20,U,2.307809922,0.836298989
G4_M_C_21_U,G4,M,C,21,U,2.110997415,0.747160544
G4_M_C_22_U,G4,M,C,22,U,2.266521207,0.818246148
G4_M_C_23_U,G4,M,C,23,U,2.358896777,0.858194042
G4_M_C_24_U,G4,M,C,24,U,2.127819575,0.755097782
G4_M_C_3_U,G4,M,C,_3,U,2.257914498,0.814441599
G4_M_C_4_U,G4,M,C,_4,U,2.274822258,0.821901921
G4_M_C_5_U,G4,M,C,_5,U,2.460033138,0.900174821
G4_M_C_6_U,G4,M,C,_6,U,2.146938615,0.764042928
G4_M_C_7_U,G4,M,C,_7,U,2.346008737,0.852715474
G4_M_C_8_U,G4,M,C,_8,U,2.319100181,0.841179258
G4_M_D_1_U,G4,M,D,_1,U,2.271128677,0.820276923
G4_M_D_3_U,G4,M,D,_3,U,2.286700515,0.827109955
G4_M_D_2_U,G4,M,D,_2,U,2.183683024,0.781012912
G4_M_D_3_U,G4,M,D,_3,U,2.320587817,0.841820523
G4_M_D_4_U,G4,M,D,_4,U,1.951752871,0.668727877
G4_M_D_5_U,G4,M,D,_5,U,2.090091142,0.737207674
G4_M_D_6_U,G4,M,D,_6,U,2.411406349,0.880210125
G4_M_D_7_U,G4,M,D,_7,U,1.963252684,0.67460263
G4_M_D_8_U,G4,M,D,_8,U,2.32028056,0.841688109
G4_M_D_9_U,G4,M,D,_9,U,2.404465015,0.877327432
G4_M_D_1_U,G4,M,D,_1,U,2.330157396,0.845935817
G4_M_D_4_U,G4,M,D,_4,U,2.020066987,0.703130673
G4_M_S_1_U,G4,M,S,_1,U,2.433538014,0.889346171
G4_M_S_2_U,G4,M,S,_2,U,2.334422892,0.847764705
G4_M_S_3_U,G4,M,S,_3,U,2.353332204,0.855832283
G4_M_S_1_U,G4,M,S,_1,U,2.263695627,0.816998711
G4_M_S_2_U,G4,M,S,_2,U,2.324574675,0.843537087
G4_M_S_3_U,G4,M,S,_3,U,2.260653606,0.815653978
G4_M_S_4_U,G4,M,S,_4,U,2.410208414,0.879713222
G4_M_S_5_U,G4,M,S,_5,U,2.062395916,0.723868373
G4_M_S_1_U,G4,M,S,_1,U,2.419270898,0.883466213
G4_M_S_2_U,G4,M,S,_2,U,2.208523423,0.792324158
G4_M_S_3_U,G4,M,S,_3,U,2.072837166,0.72891828
G4_M_S_4_U,G4,M,S,_4,U,2.364884574,0.860729215
